time		x_position		y_position		z_position		x_velocity		y_velocity		z_velocity
94975407.54075408 149473058.42161635 6163855.786451462 0.0 -1.22691153644292 29.774713525115686 0.0
94988018.8018802 149457114.23919407 6539332.644035364 0.0 -1.3016498604369933 29.771537482352564 0.0
95000630.0630063 149440227.56362987 6914768.263862289 0.0 -1.376379957744044 29.768173697774287 0.0
95013241.32413241 149422398.50165078 7290160.278404582 0.0 -1.4511013560593244 29.764622192735427 0.0
95025852.58525853 149403627.16594008 7665506.320411414 0.0 -1.5258135831338 29.76088298978224 0.0
95038463.84638464 149383913.67513612 8040804.022923804 0.0 -1.6005161667771757 29.756956112652528 0.0
95051075.10751075 149363258.1538318 8416051.019289646 0.0 -1.675208634860918 29.7528415862755 0.0
95063686.36863686 149341660.732574 8791244.94317874 0.0 -1.749890515321281 29.748539436771594 0.0
95076297.62976298 149319121.5478621 9166383.428597797 0.0 -1.8245613361623267 29.7440496914523 0.0
95088908.8908891 149295640.74214786 9541464.109905483 0.0 -1.8992206254589508 29.73937237882 0.0
95101520.15201521 149271218.46383393 9916484.621827416 0.0 -1.9738679113599025 29.734507528567782 0.0
95114131.41314133 149245854.86727318 10291442.599471187 0.0 -2.0485027220908076 29.729455171579218 0.0
95126742.67426743 149219550.1127677 10666335.678341381 0.0 -2.12312458595719 29.724215339928207 0.0
95139353.93539354 149192304.36656767 11041161.494354572 0.0 -2.1977330313474908 29.71878806687873 0.0
95151965.19651966 149164117.80087027 11415917.683854343 0.0 -2.2723275867360906 29.71317338688464 0.0
95164576.45764576 149134990.59381884 11790601.88362628 0.0 -2.346907780686328 29.70737133558946 0.0
95177187.71877187 149104922.9295014 12165211.730912985 0.0 -2.4214731418535176 29.70138194982612 0.0
95189798.97989799 149073914.99794972 12539744.863429066 0.0 -2.496023198987971 29.69520526761674 0.0
95202410.2410241 149041966.99513787 12914198.919376133 0.0 -2.570557480938012 29.688841328172366 0.0
